Plot,Side,Sex,Quadrat,Weight,Color
32,W,M,6,0.0013,white
32,W,M,6,0.0019,white
32,W,M,6,0.0023,white
32,W,M,6,0.0028,white
32,W,M,7,0.0041,lime green
32,W,M,7,0.0087,lime green
32,W,M,7,0.0094,lime green
32,W,M,7,0.0045,teal
32,W,M,7,0.0411,teal
32,W,M,8,0.0158,lime green
32,W,M,8,0.0673,plain
32,W,M,8,0.094,plain
32,W,M,8,0.1321,plain
32,W,M,8,0.015,red
32,W,M,8,0.0162,teal
32,W,M,8,0.0256,teal
32,W,M,8,0.0339,teal
32,W,M,8,0.0389,teal
32,W,M,8,0.0619,teal
32,W,M,8,0.0694,teal
32,W,M,8,0.1905,teal
32,W,U,4,0.0503,white
32,W,U,4,0.1794,white
32,W,U,6,0.0021,yellow
32,W,U,6,0.0059,yellow
32,W,U,7,0.0009,bamboo red
32,W,U,7,0.0022,bamboo red
32,W,U,7,0.0024,bamboo red
32,W,U,7,0.003,bamboo red
32,W,U,7,0.004,red
32,W,U,7,0.0043,red
32,W,U,7,0.0051,red
32,W,U,7,0.0055,red
32,W,U,7,0.0037,teal
32,W,U,7,0.0112,teal
32,W,U,7,0.0603,teal
32,W,U,8,0.0034,bamboo green
32,W,U,8,0.027,lime green
32,W,U,8,0.0044,red
32,W,U,8,0.0075,red
32,W,U,8,0.0034,teal
32,W,U,8,0.0043,teal
32,W,U,8,0.0055,teal
32,W,U,8,0.0058,teal
32,W,U,8,0.008,teal
32,W,U,8,0.0094,teal
32,W,U,8,0.0252,teal
33,E,.,8,0.0101,orange
33,E,F,1,0.0197,blue
33,E,F,1,0.0498,red
33,E,F,8,0.0885,orange
33,E,M,1,0.0032,blue
33,E,M,1,0.0099,orange
33,E,M,1,0.0231,orange
33,E,M,2,0.0095,plain
33,E,M,2,0.167,plain
33,E,M,2,0.359,plain
33,E,M,2,0.2842,plain
33,E,M,3,0.0177,plain
33,E,M,5,0.0058,orange
33,E,M,6,0.0623,blue
33,E,M,6,0.0026,orange
33,E,M,6,0.1332,orange
33,E,M,7,0.0064,orange
33,E,M,7,0.0091,orange
33,E,M,7,0.0116,orange
33,E,M,7,0.0117,orange
33,E,M,7,0.0789,plain
33,E,M,7,0.0022,red
33,E,M,7,0.0029,red
33,E,M,8,0.0027,red
33,E,M,8,0.0053,red
33,E,M,8,0.0063,red
33,E,M,8,0.0099,red
33,E,U,1,0.0032,blue
33,E,U,1,0.0032,blue
33,E,U,1,0.0037,blue
33,E,U,1,0.0041,blue
33,E,U,1,0.0102,blue
33,E,U,1,0.0117,blue
33,E,U,1,0.0017,lime green
33,E,U,1,0.0139,orange
33,E,U,1,0.0142,orange
33,E,U,1,0.0153,orange
33,E,U,1,0.0247,orange
33,E,U,1,0.0542,orange
33,E,U,1,0.004,orange
33,E,U,1,0.0042,orange
33,E,U,1,0.0114,orange
33,E,U,1,0.0126,orange
33,E,U,1,0.0289,plain
33,E,U,2,0.0036,lime green
33,E,U,2,0.0152,lime green
33,E,U,2,0.04,lime green
33,E,U,2,0.004,orange
33,E,U,2,0.0103,orange
33,E,U,2,0.0135,orange
33,E,U,2,0.0378,orange
33,E,U,2,0.0483,plain
33,E,U,2,0.0017,red
33,E,U,2,0.0039,red
33,E,U,2,0.0026,red
33,E,U,3,0.0015,green
33,E,U,3,0.0357,plain
33,E,U,4,0.0095,orange
33,E,U,4,0.0219,orange
33,E,U,4,0.0028,red
33,E,U,5,0.0048,orange
33,E,U,5,0.0072,orange
33,E,U,6,0.0065,orange
33,E,U,7,0.0022,blue
33,E,U,7,0.0027,blue
33,E,U,7,0.0024,lime green
33,E,U,7,0.0018,orange
33,E,U,7,0.0023,orange
33,E,U,7,0.0039,orange
33,E,U,7,0.004,orange
33,E,U,7,0.0059,orange
33,E,U,7,0.0011,red
33,E,U,7,0.0014,red
33,E,U,7,0.0022,red
33,E,U,7,0.0024,red
33,E,U,7,0.0026,red
33,E,U,7,0.0032,red
33,E,U,7,0.0036,red
33,E,U,7,0.0036,red
33,E,U,7,0.0174,red
33,E,U,8,0.008,lime green
33,E,U,8,0.0101,orange
33,E,U,8,0.0101,orange
33,E,U,8,0.0052,orange
33,E,U,8,0.0083,orange
33,E,U,8,0.026,orange
33,E,U,8,0.0285,orange
33,E,U,8,0.02,orange
33,E,U,8,0.0018,red
33,E,U,8,0.0026,red
33,E,U,8,0.0048,red
33,E,U,8,0.0048,red
33,E,U,8,0.0055,red
33,E,U,8,0.0058,red
33,E,U,8,0.0204,red
33,E,U,8,0.0221,red
33,W,F,1,0.0056,lime green
33,W,F,1,0.1259,lime green
33,W,F,1,0.0254,plastic teal
33,W,F,1,0.0364,plastic teal
33,W,F,1,0.0884,plastic teal
33,W,F,1,0.1179,plastic teal
33,W,F,1,0.2611,plastic teal
33,W,F,1,0.168,plastic teal
33,W,F,1,0.0332,teal
33,W,F,1,0.092,teal
33,W,F,2,0.0254,plain
33,W,F,2,0.0627,plain
33,W,F,2,0.0356,plain
33,W,F,2,0.0532,plain
33,W,F,3,0.0912,plain
33,W,M,1,0.0124,orange
33,W,M,1,0.0141,plain
33,W,M,2,0.0341,orange
33,W,M,2,0.0913,orange
33,W,M,2,0.313,orange
33,W,M,2,0.0361,orange
33,W,M,2,0.1051,plain
33,W,M,2,0.0084,red
33,W,M,2,0.0075,red
33,W,U,2,0.0023,orange
33,W,U,2,0.0039,orange
33,W,U,2,0.0055,orange
33,W,U,2,0.0069,orange
33,W,U,2,0.0124,orange
33,W,U,2,0.0033,orange
33,W,U,2,0.0121,red
33,W,U,3,0.001,green
33,W,U,3,0.0033,lime green
33,W,U,3,0.0036,red
33,W,U,6,0.0247,plain
33,W,U,7,0.0022,lime green
33,W,U,8,0.0017,red
33,W,U,8,0.0034,red
34,E,M,8,3.6123,prism purple
35,E,F,1,1.6638,plain
35,E,F,1,1.0825,plain
35,E,F,4,0.8368,plain
35,E,F,5,0.0903,blue
35,E,F,5,0.2761,plain
35,E,F,6,0.8624,plain
35,E,M,1,0.1695,plain
35,E,M,1,0.5118,plain
35,E,M,5,3.1238,plain
35,E,M,5,0.2898,plain
35,E,M,6,0.0026,"blue, purple"
35,E,M,6,0.0027,"blue, purple"
35,E,U,1,0.0022,lime green
35,E,U,2,0.0031,blue
35,E,U,2,0.0272,blue
35,E,U,2,0.18,blue
35,E,U,2,0.0007,lime green
35,E,U,2,0.0008,lime green
35,E,U,2,0.0376,plain
35,E,U,2,0.0819,plain
35,E,U,2,0.0031,prism purple
35,E,U,2,0.0011,red
35,E,U,2,0.0013,red
35,E,U,2,0.0019,red
35,E,U,2,0.0051,red
35,E,U,3,0.0032,blue
35,E,U,3,0.0034,blue
35,E,U,3,0.01,blue
35,E,U,3,0.001,lime green
35,E,U,3,0.001,red
35,E,U,3,0.0013,red
35,E,U,3,0.0015,red
35,E,U,3,0.0016,red
35,E,U,4,0.0201,blue
35,E,U,4,0.0069,red
35,E,U,5,0.0013,blue
35,E,U,5,0.0022,blue
35,E,U,5,0.0032,blue
35,E,U,5,0.004,blue
35,E,U,5,0.0071,blue
35,E,U,5,0.0072,blue
35,E,U,5,0.0016,lime green
35,E,U,5,0.0058,red
35,E,U,6,0.001,"blue, purple"
35,E,U,6,0.0017,"blue, purple"
35,E,U,6,0.0018,"blue, purple"
35,E,U,6,0.0053,"blue, purple"
35,E,U,6,0.0056,"blue, purple"
35,E,U,6,0.0018,"blue, purple"
35,E,U,6,0.0019,"blue, purple"
35,E,U,6,0.002,"blue, purple"
35,E,U,6,0.0027,"blue, purple"
35,E,U,6,0.0066,"blue, purple"
35,E,U,6,0.0084,"blue, purple"
35,E,U,6,0.0118,"blue, purple"
35,E,U,6,0.0156,"blue, purple"
35,E,U,6,0.001,red
35,E,U,6,0.002,red
35,E,U,7,0.0069,purple
35,E,U,7,0.0073,red
35,E,U,8,0.0037,purple
35,E,U,8,0.0073,purple
35,E,U,8,0.0019,red
35,E,U,8,0.0023,red
35,E,U,8,0.0023,red
35,W,F,5,0.1352,plain
35,W,F,6,0.9063,plain
35,W,F,6,0.0481,purple
35,W,F,6,0.0551,purple
35,W,F,6,0.6275,purple
35,W,F,8,0.0748,purple
35,W,M,1,0.0065,orange
35,W,M,5,0.0458,purple
35,W,M,5,0.0048,red
35,W,M,6,0.1532,plain
35,W,M,6,0.0492,plain
35,W,M,7,0.0425,purple
35,W,M,8,0.0374,purple
35,W,U,1,0.0031,lime green
35,W,U,2,0.0018,orange
35,W,U,2,0.0022,orange
35,W,U,2,0.0026,orange
35,W,U,3,0.0055,purple
35,W,U,3,0.0015,red
35,W,U,5,0.0017,red
35,W,U,6,0.2668,plain
35,W,U,6,0.166,plain
35,W,U,6,0.0034,red
35,W,U,7,0.0012,purple
35,W,U,7,0.0047,purple
35,W,U,7,0.0161,purple
35,W,U,7,0.019,purple
35,W,U,7,0.0264,purple
35,W,U,7,0.0035,red
35,W,U,8,0.0046,purple
35,W,U,8,0.0058,purple
35,W,U,8,0.0067,purple
35,W,U,8,0.0083,purple
38,E,F,1,0.3607,plain
38,E,F,2,0.1119,plain
38,E,F,2,0.1211,plain
38,E,F,2,0.1326,plain
38,E,F,2,0.266,plain
38,E,F,2,0.5908,plain
38,E,F,5,2.1971,plain
38,E,F,5,0.7698,plain
38,E,F,5,0.2677,plain
38,E,F,7,0.1542,plain
38,E,F,7,0.156,plain
38,E,F,7,0.2286,plain
38,E,F,7,0.3202,plain
38,E,F,7,0.4677,plain
38,E,F,8,0.8302,plain
38,E,F,8,1.4053,plain
38,E,F,8,1.5115,plain
38,E,F,8,0.0722,plain
38,E,F,8,0.1812,plain
38,E,F,8,0.3427,plain
38,E,F,8,2.7543,plain
38,E,F,8,0.045,purple
38,E,F,8,0.0126,red
38,E,F,8,0.1045,red
38,E,M,1,0.0328,blue
38,E,M,2,0.0643,plain
38,E,M,2,0.0672,plain
38,E,M,2,0.0831,plain
38,E,M,7,0.0726,plain
38,E,M,8,0.0308,red
38,W,F,1,0.2976,plain
38,W,F,1,0.5268,plain
38,W,F,1,0.2455,plain
38,W,F,1,0.3635,plain
38,W,F,1,0.4716,plain
38,W,F,1,0.0223,purple
38,W,F,1,0.074,purple
38,W,F,1,0.1114,purple
38,W,F,1,0.129,purple
38,W,F,1,0.1829,purple
38,W,F,1,0.07,yellow
38,W,F,2,0.083,blue
38,W,F,2,0.1154,plain
38,W,F,2,0.1609,plain
38,W,F,2,0.5536,plain
38,W,F,3,0.3378,plain
38,W,F,3,0.3703,plain
38,W,F,3,0.2937,plain
38,W,F,3,2.221,plain
38,W,F,4,0.1107,plain
38,W,F,4,0.1744,plain
38,W,F,4,0.3063,plain
38,W,F,5,0.0114,plain
38,W,F,5,0.012,plain
38,W,F,5,0.0272,plain
38,W,F,7,0.5812,plain
38,W,F,7,0.2915,plain
38,W,F,7,0.9789,plain
38,W,F,7,0.1923,plain
38,W,F,7,1.8938,plain
38,W,F,8,0.2215,plain
38,W,F,8,0.3574,plain
38,W,M,1,0.0196,purple
38,W,M,1,0.0642,purple
38,W,M,2,0.1697,plain
38,W,M,2,0.2658,plain
38,W,M,2,0.0432,purple
38,W,M,3,0.1072,plain
38,W,M,3,0.1284,plain
38,W,M,3,0.1953,plain
38,W,M,3,0.1939,plain
38,W,M,3,0.2294,plain
38,W,M,3,0.7954,plain
38,W,M,3,0.1313,plain
38,W,M,3,0.1343,plain
38,W,M,3,0.2174,purple
38,W,M,3,0.2548,red
38,W,M,3,0.1845,red
38,W,M,4,0.023,plain
38,W,M,4,0.535,plain
38,W,M,6,0.2645,plain
38,W,M,6,0.3419,plain
38,W,M,7,0.7618,plain
38,W,M,7,0.621,plain
38,W,M,8,0.0817,blue
38,W,M,8,0.1684,plain
38,W,M,8,0.3136,plain
38,W,M,8,0.157,purple
39,E,F,1,0.1366,plain
39,E,F,6,0.0126,blue
39,E,F,6,0.0152,blue
39,E,F,6,0.0166,blue
39,E,F,6,0.0285,blue
39,E,F,6,0.0377,blue
39,E,F,6,0.0382,blue
39,E,F,6,0.05,blue
39,E,F,6,0.2162,blue
39,E,F,6,0.0563,plain
39,E,F,6,0.188,plain
39,E,F,6,0.0846,plastic blue
39,E,F,6,0.0071,red
39,E,F,6,0.0127,red
39,E,F,7,0.9106,plastic blue
39,E,F,7,0.1479,plastic blue
39,E,F,8,0.6046,plastic blue
39,E,M,6,0.0104,blue
39,E,M,6,0.0108,blue
39,E,M,6,0.0126,blue
39,E,M,6,0.0138,blue
39,E,M,6,0.014,blue
39,E,M,6,0.0146,blue
39,E,M,6,0.0148,blue
39,E,M,6,0.0249,blue
39,E,M,6,0.033,blue
39,E,M,7,1.3833,plastic blue
39,E,M,7,0.0491,plastic blue
39,W,F,1,0.0237,plain
39,W,F,1,0.0057,plain
39,W,F,1,0.005,red
39,W,F,2,0.6293,plastic blue
39,W,F,2,0.0423,plastic blue
39,W,F,2,0.003,red
39,W,F,3,0.013,orange
39,W,F,3,0.02,orange
39,W,F,3,0.0211,orange
39,W,F,3,0.0248,orange
39,W,F,3,0.032,orange
39,W,F,3,0.058,orange
39,W,F,3,0.007,orange
39,W,F,3,0.0137,orange
39,W,F,3,0.0177,orange
39,W,F,3,0.0189,orange
39,W,F,3,0.0209,orange
39,W,F,3,0.0225,orange
39,W,F,3,0.032,orange
39,W,F,3,0.036,orange
39,W,F,3,0.0072,orange
39,W,F,3,0.0188,orange
39,W,F,3,0.0447,orange
39,W,F,3,0.0891,orange
39,W,F,3,0.0361,orange
39,W,F,4,0.0827,plain
39,W,M,1,0.027,plain
39,W,M,1,0.0218,plain
39,W,M,2,0.022,blue
39,W,M,2,0.0117,orange
39,W,M,2,0.2705,plastic blue
39,W,M,3,0.0052,orange
39,W,M,3,0.0065,orange
39,W,M,3,0.0066,orange
39,W,M,3,0.0189,orange
39,W,M,3,0.0275,plain
39,W,U,3,0.0277,plain
41,E,F,1,0.0431,blue
41,E,F,1,0.6153,plain
41,E,F,1,0.8945,plain
41,E,F,2,0.0554,plain
41,E,F,2,0.0896,plain
41,E,F,2,0.1717,plain
41,E,F,2,0.3235,plain
41,E,F,2,0.1305,plain
41,E,F,2,0.2118,plain
41,E,F,2,0.418,plain
41,E,F,2,0.0146,purple
41,E,F,3,0.0869,plain
41,E,F,4,0.1607,plain
41,E,F,4,0.2826,plain
41,E,F,6,0.0262,purple
41,E,F,7,0.0517,purple
41,E,F,7,0.0597,purple
41,E,F,7,0.0117,red
41,E,F,7,0.0122,red
41,E,F,8,0.6191,plain
41,E,M,1,0.0129,plain
41,E,M,1,0.4075,plain
41,E,M,1,0.0098,purple
41,E,M,2,0.2315,plain
41,E,M,2,0.4214,plain
41,E,M,3,0.1342,plain
41,E,M,3,0.1303,purple
41,E,M,5,0.0228,purple
41,E,M,5,0.0425,purple
41,E,M,6,0.0129,orange
41,E,M,7,0.0387,purple
41,E,M,8,0.0707,orange
41,W,F,4,0.013,plain
41,W,F,4,0.0346,plain
41,W,F,4,0.0417,plain
41,W,F,4,0.0571,plain
41,W,F,4,0.0594,plain
41,W,F,4,0.2441,plain
41,W,F,5,0.0411,blue
41,W,F,5,0.0431,blue
41,W,F,5,0.0447,blue
41,W,F,5,0.0892,blue
41,W,F,5,0.1215,blue
41,W,F,5,0.2908,blue
41,W,F,5,0.0977,blue
41,W,F,5,0.03,blue
41,W,F,5,0.1696,blue
41,W,F,5,0.5374,blue
41,W,F,5,0.0139,orange
41,W,F,5,0.0415,plain
41,W,F,6,0.0313,blue
41,W,F,6,0.0349,blue
41,W,F,6,0.0714,blue
41,W,F,6,0.0735,blue
41,W,F,6,0.0409,blue
41,W,F,6,0.2125,blue
41,W,F,6,0.1482,red
41,W,F,8,0.0152,red
41,W,M,2,0.0175,plain
41,W,M,5,0.0529,blue
41,W,M,5,0.0657,blue
41,W,M,6,0.0163,blue
41,W,M,6,0.0659,blue
42,E,M,7,0.0225,orange
42,E,M,7,0.0042,red
42,E,M,7,0.0095,red
42,E,M,8,0.0018,orange
42,E,U,1,0.0181,orange
42,E,U,2,0.0054,orange
42,E,U,3,0.0039,lime green
42,E,U,3,0.0024,orange
42,E,U,3,0.0027,orange
42,E,U,3,0.0038,orange
42,E,U,3,0.0055,orange
42,E,U,3,0.0024,red
42,E,U,3,0.0026,red
42,E,U,3,0.0038,red
42,E,U,3,0.0056,red
42,E,U,3,0.0128,red
42,E,U,4,0.0026,orange
42,E,U,5,0.0259,orange
42,E,U,5,0.0061,red
42,E,U,6,0.0045,orange
42,E,U,6,0.007,orange
42,E,U,6,0.007,orange
42,E,U,6,0.007,orange
42,E,U,6,0.0208,orange
42,E,U,7,0.0022,orange
42,E,U,7,0.0031,orange
42,E,U,7,0.0186,orange
42,E,U,7,0.003,red
42,E,U,7,0.0106,red
42,E,U,8,0.0057,lime green
42,E,U,8,0.0012,orange
42,E,U,8,0.002,orange
42,E,U,8,0.0043,orange
42,E,U,8,0.0099,orange
42,W,F,2,0.0251,orange
42,W,F,2,0.0019,red
42,W,F,2,0.0041,red
42,W,F,3,0.0424,plain
42,W,F,3,0.204,plain
42,W,F,4,0.0097,orange
42,W,F,4,0.509,plain
42,W,F,5,0.0014,red
42,W,F,5,0.0031,red
42,W,F,7,0.4779,plain
42,W,F,8,1.5993,plain
42,W,F,8,0.2218,plain
42,W,M,1,0.0041,orange
42,W,M,2,0.055,plain
42,W,M,2,0.2353,plain
42,W,M,2,0.0039,red
42,W,M,3,0.5051,plain
42,W,M,5,0.6263,plain
42,W,M,5,0.0014,red
42,W,M,7,0.0023,blue
42,W,M,7,0.0416,orange
42,W,M,7,0.5067,orange
42,W,M,7,0.015,plain
42,W,M,7,0.0366,plain
42,W,M,8,0.0231,plain
42,W,M,8,0.0293,plain
42,W,U,1,0.0006,orange
42,W,U,1,0.001,orange
42,W,U,1,0.0032,red
42,W,U,1,0.0085,red
42,W,U,2,0.0019,green
42,W,U,2,0.0048,orange
42,W,U,2,0.3353,plain
42,W,U,3,0.0036,blue
42,W,U,3,0.0028,lime green
42,W,U,3,0.0018,orange
42,W,U,3,0.0032,orange
42,W,U,3,0.0035,orange
42,W,U,3,0.0037,orange
42,W,U,3,0.0042,orange
42,W,U,3,0.0062,orange
42,W,U,3,0.0097,orange
42,W,U,3,0.016,orange
42,W,U,3,0.0023,red
42,W,U,3,0.0077,red
42,W,U,4,0.0021,red
42,W,U,4,0.005,red
42,W,U,5,0.0034,orange
42,W,U,5,0.004,orange
42,W,U,5,0.0061,orange
42,W,U,5,0.0088,orange
42,W,U,5,0.0135,orange
42,W,U,5,0.0724,orange
42,W,U,6,0.0052,lime green
42,W,U,7,0.0015,orange
42,W,U,7,0.0022,orange
42,W,U,7,0.0022,orange
42,W,U,7,0.0033,orange
42,W,U,7,0.0146,orange
42,W,U,7,0.0226,orange
42,W,U,7,0.0044,orange
42,W,U,7,0.0045,orange
42,W,U,7,0.0026,orange
42,W,U,8,0.005,orange
42,W,U,8,0.0088,orange
42,W,U,8,0.0107,orange
42,W,U,8,0.0169,orange
42,W,U,8,0.0051,plain
43,E,F,3,0.122,red
43,W,U,4,0.0017,red
44,E,F,4,0.1691,prism blue
44,E,F,4,0.7643,prism orange
44,E,F,4,0.1167,prism orange
44,E,M,8,0.2664,prism orange
44,W,F,1,0.8982,prism purple
44,W,F,4,0.1654,prism purple
44,W,F,7,0.0339,prism orange
44,W,M,2,0.2127,prism purple
44,W,M,5,0.056,prism blue
44,W,M,6,0.029,prism purple
44,W,M,8,0.8601,prism purple
45,E,F,1,0.0796,blue
45,E,F,3,0.1756,red
45,E,F,3,0.0173,red
45,E,F,3,0.0523,red
45,E,F,4,0.0195,red
45,E,F,4,0.028,red
45,E,F,4,0.065,red
45,E,F,4,0.1271,red
45,E,F,5,0.7489,plain
45,E,F,5,1.1304,plain
45,E,F,5,0.0102,red
45,E,F,5,0.0103,red
45,E,F,5,0.018,red
45,E,F,5,0.0543,red
45,E,F,5,0.0743,red
45,E,F,5,0.0745,red
45,E,F,5,0.1137,red
45,E,F,5,0.2246,red
45,E,F,5,0.3473,red
45,E,F,5,0.4086,red
45,E,F,5,0.5127,red
45,E,F,5,0.7073,red
45,E,F,6,1.042,plain
45,E,F,6,0.0103,red
45,E,F,6,0.2545,red
45,E,F,6,0.0427,red
45,E,F,7,0.2638,red
45,E,F,7,0.0203,red
45,E,F,8,3.8655,plain
45,E,F,8,4.7163,plain
45,E,M,3,0.0604,red
45,E,M,4,0.0183,red
45,E,M,4,0.6369,red
45,E,M,5,0.6342,plain
45,E,M,5,0.703,plain
45,E,M,5,0.8177,plain
45,E,M,5,0.0069,red
45,E,M,5,0.0138,red
45,E,M,5,0.0199,red
45,E,M,5,0.0328,red
45,E,M,5,0.0713,red
45,E,M,5,0.087,red
45,E,M,5,0.1214,red
45,E,M,5,0.149,red
45,E,M,5,0.1492,red
45,E,M,5,0.2209,red
45,E,M,5,0.4411,red
45,E,M,5,1.9068,red
45,E,M,6,0.0036,red
45,E,M,6,0.0182,red
45,E,M,6,0.0233,red
45,E,M,6,0.0701,red
45,E,M,6,0.8464,red
45,E,M,6,0.3669,red
45,E,M,6,0.1478,red
45,E,M,6,0.3609,red
45,E,M,6,0.0505,red
45,E,M,6,0.1543,red
45,E,M,6,0.1199,red
45,E,M,7,0.1909,plain
45,E,M,7,0.0067,red
45,E,M,7,0.008,red
45,E,M,7,0.0348,red
45,E,M,7,0.0512,red
45,E,M,8,0.0104,lime green
45,E,M,8,0.0035,purple
45,E,M,8,0.0083,purple
45,E,M,8,0.0125,purple
45,E,M,8,0.0293,purple
45,E,U,1,0.0062,red
45,E,U,2,0.0014,lime green
45,E,U,3,0.013,red
45,E,U,3,0.0199,red
45,E,U,5,0.0007,blue
45,E,U,6,0.0011,green
45,E,U,6,0.015,green
45,E,U,6,0.0023,red
45,E,U,6,0.0024,red
45,E,U,6,0.0037,red
45,E,U,6,0.0038,red
45,E,U,6,0.0039,red
45,E,U,6,0.0077,red
45,E,U,6,0.0086,red
45,E,U,6,0.0089,red
45,E,U,6,0.0093,red
45,E,U,6,0.0159,red
45,E,U,6,0.0184,red
45,E,U,6,0.0246,red
45,E,U,6,0.0336,red
45,E,U,6,0.0253,red
45,E,U,6,0.0424,red
45,E,U,6,0.099,red
45,E,U,6,0.2651,red
45,E,U,7,0.0056,blue
45,E,U,7,0.0096,blue
45,E,U,7,0.0028,blue
45,E,U,7,0.0013,lime green
45,E,U,7,0.0015,lime green
45,E,U,7,0.0019,lime green
45,E,U,7,0.0022,lime green
45,E,U,7,0.0026,lime green
45,E,U,7,0.0031,lime green
45,E,U,7,0.0032,lime green
45,E,U,7,0.0012,red
45,E,U,7,0.0021,red
45,E,U,7,0.0023,red
45,E,U,7,0.0029,red
45,E,U,7,0.0051,red
45,E,U,7,0.008,red
45,E,U,7,0.0123,red
45,E,U,7,0.0242,red
45,E,U,7,0.2048,red
45,E,U,8,0.0036,blue
45,E,U,8,0.0013,purple
45,E,U,8,0.0053,purple
45,W,F,2,0.0101,blue
45,W,F,2,0.0208,blue
45,W,F,2,0.0315,blue
45,W,F,2,0.0324,blue
45,W,F,2,0.0347,blue
45,W,F,2,1.0146,blue
45,W,F,3,0.0041,blue
45,W,F,4,0.0118,blue
45,W,F,4,0.0227,blue
45,W,F,4,0.0353,blue
45,W,F,4,0.068,blue
45,W,F,5,0.3031,blue
45,W,F,6,0.0235,blue
45,W,F,7,0.0099,blue
45,W,F,7,0.0114,blue
45,W,F,7,0.0205,blue
45,W,M,1,0.0062,purple
45,W,M,1,0.0182,purple
45,W,M,2,0.0023,blue
45,W,M,2,0.0029,blue
45,W,M,2,0.0046,blue
45,W,M,2,0.0061,blue
45,W,M,2,0.0132,blue
45,W,M,2,0.0166,blue
45,W,M,2,0.0232,blue
45,W,M,2,0.026,blue
45,W,M,2,0.0263,blue
45,W,M,2,0.0946,blue
45,W,M,2,0.0099,red
45,W,M,3,0.0034,blue
45,W,M,3,0.0046,blue
45,W,M,3,0.0048,blue
45,W,M,3,0.0064,blue
45,W,M,3,0.0123,blue
45,W,M,3,0.0125,blue
45,W,M,3,0.0162,blue
45,W,M,3,0.0186,blue
45,W,M,3,0.0218,blue
45,W,M,3,0.1354,blue
45,W,M,3,0.0043,red
45,W,M,3,0.0046,red
45,W,M,3,0.0048,red
45,W,M,3,0.0092,red
45,W,M,4,0.0035,blue
45,W,M,4,0.0049,blue
45,W,M,4,0.0052,blue
45,W,M,4,0.0064,blue
45,W,M,4,0.0091,blue
45,W,M,4,0.0096,blue
45,W,M,4,0.0209,blue
45,W,M,5,0.0195,blue
45,W,M,5,0.0712,blue
45,W,M,6,0.0043,blue
45,W,M,6,0.0136,blue
45,W,M,7,0.0056,blue
45,W,M,7,0.02,blue
45,W,M,7,0.0248,blue
45,W,M,7,0.0016,red
45,W,M,8,0.0143,lime green
45,W,M,8,0.0317,lime green
45,W,M,8,0.0338,lime green
45,W,M,8,0.0047,red
45,W,U,1,0.0048,blue
45,W,U,1,0.0029,lime green
45,W,U,1,0.0031,red
45,W,U,1,0.0018,yellow
45,W,U,2,0.0007,blue
45,W,U,2,0.002,blue
45,W,U,2,0.002,blue
45,W,U,2,0.0032,blue
45,W,U,2,0.0037,blue
45,W,U,2,0.0054,blue
45,W,U,2,0.0146,blue
45,W,U,2,0.0175,blue
45,W,U,2,0.0266,blue
45,W,U,2,0.0275,blue
45,W,U,2,0.0016,blue
45,W,U,2,0.0021,blue
45,W,U,2,0.0064,blue
45,W,U,2,0.0068,blue
45,W,U,2,0.0028,red
45,W,U,2,0.0041,red
45,W,U,3,0.0022,blue
45,W,U,3,0.003,blue
45,W,U,3,0.0041,blue
45,W,U,3,0.0069,blue
45,W,U,3,0.0085,blue
45,W,U,3,0.0161,blue
45,W,U,3,0.0024,red
45,W,U,3,0.0029,red
45,W,U,3,0.003,red
45,W,U,3,0.0043,red
45,W,U,3,0.007,yellow
45,W,U,4,0.0016,blue
45,W,U,4,0.002,blue
45,W,U,4,0.0021,blue
45,W,U,4,0.0025,blue
45,W,U,4,0.0032,blue
45,W,U,4,0.0033,blue
45,W,U,4,0.0034,blue
45,W,U,4,0.0039,blue
45,W,U,4,0.0047,blue
45,W,U,4,0.0047,blue
45,W,U,4,0.0063,blue
45,W,U,4,0.0065,blue
45,W,U,4,0.007,blue
45,W,U,4,0.0073,blue
45,W,U,4,0.0084,blue
45,W,U,4,0.0106,blue
45,W,U,4,0.0137,blue
45,W,U,4,0.0148,blue
45,W,U,4,0.0186,blue
45,W,U,4,0.0016,red
45,W,U,4,0.002,red
45,W,U,4,0.0033,red
45,W,U,4,0.0034,red
45,W,U,4,0.0073,red
45,W,U,5,0.0042,blue
45,W,U,5,0.0043,blue
45,W,U,5,0.0053,blue
45,W,U,5,0.0153,blue
45,W,U,5,0.0172,blue
45,W,U,5,0.002,lime green
45,W,U,5,0.0036,lime green
45,W,U,5,0.0039,lime green
45,W,U,5,0.0029,red
45,W,U,5,0.0047,red
45,W,U,5,0.0088,red
45,W,U,5,0.0094,red
45,W,U,5,0.0148,red
45,W,U,5,0.0242,red
45,W,U,5,0.0247,red
45,W,U,5,0.1048,red
45,W,U,5,0.0024,red
45,W,U,5,0.0052,red
45,W,U,6,0.0038,lime green
45,W,U,6,0.0095,lime green
45,W,U,6,0.0029,red
45,W,U,6,0.003,red
45,W,U,6,0.003,red
45,W,U,7,0.0013,blue
45,W,U,7,0.0017,blue
45,W,U,7,0.0031,blue
45,W,U,7,0.0036,blue
45,W,U,7,0.004,blue
45,W,U,7,0.0043,blue
45,W,U,7,0.0051,blue
45,W,U,7,0.0061,blue
45,W,U,7,0.0062,blue
45,W,U,7,0.0076,blue
45,W,U,7,0.0077,blue
45,W,U,7,0.0077,blue
45,W,U,7,0.0107,blue
45,W,U,7,0.0014,red
45,W,U,7,0.0021,red
