Plot,Side,Sex,Quadrat,Weight,Color
45,W,U,7,0.0023,red
45,W,U,7,0.0027,red
45,W,U,7,0.0048,red
45,W,U,7,0.0052,red
45,W,U,7,0.0015,yellow
45,W,U,8,0.0012,lime green
45,W,U,8,0.0037,lime green
45,W,U,8,0.0021,orange
45,W,U,8,0.0031,orange
45,W,U,8,0.026,orange
45,W,U,8,0.0037,red
45,W,U,8,0.0088,red
46,W,M,2,0.1092,prism purple
47,W,F,8,0.235,prism orange
48,E,F,1,0.0174,prism orange
48,E,F,1,0.5047,purple
48,E,F,2,0.6552,plain
48,E,F,3,0.0091,blue
48,E,F,3,0.0385,blue
48,E,F,3,0.0442,blue
48,E,M,3,0.1576,blue
48,E,M,3,0.0314,blue
48,E,M,3,0.2007,plain
48,E,M,3,0.8079,purple
48,W,F,1,0.2404,plain
48,W,F,1,0.702,plain
48,W,F,2,0.1929,plain
48,W,F,2,0.2593,plain
48,W,F,2,0.3606,plain
48,W,F,2,0.6311,plain
48,W,F,2,0.029,purple
48,W,F,2,0.0468,purple
48,W,F,2,0.3106,purple
48,W,F,4,0.3106,purple
48,W,F,4,0.4497,purple
48,W,F,4,0.4283,purple
48,W,F,4,0.4713,purple
48,W,F,6,0.2582,plain
48,W,F,6,0.0226,red
48,W,M,1,0.1651,plain
48,W,M,2,0.2022,plain
48,W,M,2,0.0308,red
48,W,M,4,0.0628,purple
48,W,M,7,0.055,plain
49,E,F,1,0.0046,lime green
49,E,F,1,0.0062,lime green
49,E,F,1,0.0173,lime green
49,E,F,1,0.0253,prism orange
49,E,F,1,0.0523,prism orange
49,E,F,1,0.0663,prism orange
49,E,F,2,0.0453,lime green
49,E,F,2,0.0803,lime green
49,E,F,2,0.0873,red
49,E,F,2,0.8578,red
49,E,F,3,0.033,lime green
49,E,F,3,0.0511,lime green
49,E,F,3,0.053,lime green
49,E,F,3,0.1033,lime green
49,E,F,3,0.0328,plain
49,E,F,3,0.0843,red
49,E,F,3,0.1379,red
49,E,F,3,0.1427,red
49,E,F,3,0.1875,red
49,E,F,3,0.2481,red
49,E,F,3,0.2714,red
49,E,F,3,0.313,red
49,E,F,3,0.336,red
49,E,F,3,0.5437,red
49,E,F,3,0.7787,red
49,E,F,3,0.7807,red
49,E,F,4,0.0338,lime green
49,E,F,4,0.1022,lime green
49,E,F,4,0.139,red
49,E,F,4,1.5625,red
49,E,F,5,0.4794,lime green
49,E,F,5,0.1796,plain
49,E,F,5,0.272,red
49,E,F,5,0.3,red
49,E,F,5,0.5076,red
49,E,F,5,0.6,red
49,E,F,5,0.9,red
49,E,F,5,1.1,red
49,E,F,5,1.2,red
49,E,F,5,1.3,red
49,E,F,5,1.9,red
49,E,F,5,2.4,red
49,E,F,5,3.2827,red
49,E,F,5,14.1,red
49,E,F,6,0.0222,plain
49,E,F,6,0.0331,plain
49,E,F,6,0.0473,plain
49,E,F,6,1.4659,red
49,E,F,7,0.1515,lime green
49,E,F,7,0.6937,lime green
49,E,F,7,0.148,red
49,E,F,7,0.2669,red
49,E,F,7,0.3789,red
49,E,F,7,0.3975,red
49,E,F,7,0.4448,red
49,E,F,7,1.1059,red
49,E,F,7,2.3966,red
49,E,F,8,0.2072,plain
49,E,F,8,0.1378,red
49,E,F,8,0.1994,red
49,E,F,8,0.3349,red
49,E,F,8,0.4096,red
49,E,F,8,0.0074,yellow
49,E,M,1,0.6236,red
49,E,M,1,1.2295,red
49,E,M,1,0.0919,red
49,E,M,1,0.1367,red
49,E,M,2,0.0392,red
49,E,M,2,0.044,red
49,E,M,2,0.3124,red
49,E,M,2,1.3412,red
49,E,M,3,0.0085,lime green
49,E,M,3,0.0089,lime green
49,E,M,3,0.0093,lime green
49,E,M,3,0.0353,lime green
49,E,M,3,0.0613,lime green
49,E,M,3,0.1421,lime green
49,E,M,3,0.6955,red
49,E,M,3,0.0442,red
49,E,M,3,0.0672,red
49,E,M,3,0.1497,red
49,E,M,3,0.1694,red
49,E,M,3,0.2077,red
49,E,M,4,0.0426,lime green
49,E,M,4,0.1054,lime green
49,E,M,4,1.0317,red
49,E,M,5,0.2838,plain
49,E,M,5,1.9073,red
49,E,M,5,0.3334,red
49,E,M,5,0.476,red
49,E,M,5,0.5336,red
49,E,M,5,1.0463,red
49,E,M,6,0.0583,lime green
49,E,M,6,0.037,plain
49,E,M,6,0.0046,yellow
49,E,M,6,0.0053,yellow
49,E,M,7,0.0763,lime green
49,E,M,7,0.4878,lime green
49,E,M,7,0.0972,plastic red
49,E,M,7,0.1745,plastic red
49,E,M,7,0.1762,plastic red
49,E,M,7,0.4171,plastic red
49,E,M,7,0.0069,prism orange
49,E,M,7,0.0373,red
49,E,U,4,0.1008,red
49,W,F,1,0.7598,red
49,W,F,1,1.1544,red
49,W,F,2,0.662,lime green
49,W,F,3,4.6993,red
49,W,F,3,0.207,red
49,W,F,3,0.2541,red
49,W,F,3,1.9088,red
49,W,F,4,0.2328,lime green
49,W,F,4,0.3522,lime green
49,W,F,4,1.6501,lime green
49,W,F,4,0.0518,orange
49,W,F,4,0.5124,red
49,W,F,5,0.4321,plain
49,W,F,5,2.3894,red
49,W,F,5,0.1062,red
49,W,F,5,0.1416,red
49,W,F,5,0.1932,red
49,W,F,5,0.2887,red
49,W,F,5,0.3236,red
49,W,F,5,0.5725,red
49,W,F,5,0.0055,yellow
49,W,F,6,0.2046,lime green
49,W,F,6,0.1237,lime green
49,W,F,6,2.1709,red
49,W,F,6,0.1194,red
49,W,F,6,0.2397,red
49,W,F,6,0.9674,red
49,W,F,7,0.1733,lime green
49,W,F,7,0.1572,red
49,W,F,7,1.2024,red
49,W,F,7,1.4952,red
49,W,F,8,0.026,lime green
49,W,F,8,0.0272,lime green
49,W,F,8,0.0279,lime green
49,W,F,8,0.0396,lime green
49,W,F,8,0.0064,plain
49,W,F,8,0.0296,plain
49,W,F,8,0.172,red
49,W,M,1,0.0539,prism orange
49,W,M,2,0.0886,lime green
49,W,M,4,0.0844,lime green
49,W,M,4,0.1074,lime green
49,W,M,4,0.0107,prism orange
49,W,M,5,0.1384,lime green
49,W,M,5,0.1218,lime green
49,W,M,5,0.296,lime green
49,W,M,5,0.3211,plain
49,W,M,5,2.7698,red
49,W,M,5,4.2783,red
49,W,M,6,0.6576,red
49,W,M,7,0.3784,red
49,W,M,8,0.0197,lime green
49,W,M,8,0.0488,lime green
49,W,M,8,0.0553,lime green
49,W,M,8,0.2863,lime green
49,W,M,.,0.1324,red
.,W,F,5,1.4095,yellow
